"","X","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"3861",3861,3861,"629686941022310400","Marco Rubio","2015-08-07 09:14:00 -0700","Positive","Washington, DC","Pacific Time (US & Canada)","We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on #outnumbered #StudentsForRubio #GOPDebate",3,3,"3",0.999827300537469,"3",0.800506569364909,"3",0.51439692187012,3,3,3
"3862",3862,3862,"629686940628054016","Mike Huckabee","2015-08-07 09:14:00 -0700","Positive","Arkansas","Eastern Time (US & Canada)",".@FrankLuntz analysis says @GovMikeHuckabee won the debate —&gt; http://t.co/QUwoCLfs8q #ImWithHuck #GOPDebate",3,3,"3",0.999999999999997,"3",0.987782705805826,"3",0.925967373490313,3,3,3
"3863",3863,3863,"629686939940225024","Donald Trump","2015-08-07 09:14:00 -0700","Positive","","","@FrankLuntz @megynkelly your ""focus group"" was a joke! Your takedown attempt of #Trump2016 was a huge fail! Trump won #GOPDebate easily!",1,3,"3",0.99980968394282,"1",0.708270482540773,"1",0.72266143863101,2,3,1
"3865",3865,3865,"629686931761201152","Donald Trump","2015-08-07 09:13:58 -0700","Positive","Peoples Republic of Kalifornia","Pacific Time (US & Canada)","RT @BernardGoldberg: Donald the real RINO in the race. But he doesn’t mean it. http://t.co/9BaQOqpXoN #GOPDebate",1,3,"3",0.999995548797281,"1",0.927763974019832,"1",0.868095115918286,2,3,1
"3866",3866,3866,"629686924450492416","Donald Trump","2015-08-07 09:13:56 -0700","Negative","","","@megynkelly KILLED it last night, and @realDonaldTrump came off as his normal petulant, name calling, thin-skinned self. #GOPDebate",1,1,"1",1,"1",0.877651417783784,"1",0.770913270627227,3,1,1
"3868",3868,3868,"629686917613772800","Rand Paul","2015-08-07 09:13:54 -0700","Negative","Denver","Mountain Time (US & Canada)","Rand shoulda pulled a pocket copy of the Constitution out and invited Christie to read it. #GOPDebate",1,1,"1",1,"1",0.866098850304359,"1",0.851153324650184,3,1,1
"3870",3870,3870,"629686914900185088","Jeb Bush","2015-08-07 09:13:54 -0700","Negative","earth","","RT @GretenDave: A lot of Jeb! backers shaking their head, wondering what they just sunk their money into after last night's #GOPDebate",1,1,"1",1,"1",0.966737360753388,"1",0.918409722567078,3,1,1
"3871",3871,3871,"629686914262638592","No candidate mentioned","2015-08-07 09:13:54 -0700","Positive","FLORIDA","Quito","@megynkelly GREAT JOB #GOPDebate",3,3,"3",1,"3",0.998657773630439,"3",0.972693655546592,3,3,3
"3872",3872,3872,"629686910806458368","No candidate mentioned","2015-08-07 09:13:53 -0700","Negative","Knoxville, TN","Eastern Time (US & Canada)","RT @queenaeIin: GOOD GOD YALL WE'RE DONE GOIN TO CHURCH #GOPDEBATE",1,1,"1",1,"1",0.840705005809638,"1",0.534844340792408,3,1,1
"3873",3873,3873,"629686908658946048","No candidate mentioned","2015-08-07 09:13:52 -0700","Positive","The Great State of TEXAS","Central Time (US & Canada)","""The Republican Party Won Last Night's Debate - and Hillary Lost"" - Breitbart http://t.co/ZCLyMYxZvY #GOPDebate",1,3,"3",0.994738069228915,"1",0.84095420835892,"1",0.695023332728403,2,3,1
"3874",3874,3874,"629686907761467392","Donald Trump","2015-08-07 09:13:52 -0700","Negative","","Central Time (US & Canada)","@realDonaldTrump seems a little flustered about @megynkelly... what, can't handle being called out for being trash? #GOPDebate",1,1,"1",1,"1",0.922610177756746,"1",0.821990165361741,3,1,1
"3875",3875,3875,"629686906394181632","John Kasich","2015-08-07 09:13:52 -0700","Negative","Central massachusetts","Eastern Time (US & Canada)","Advice to each #GOP candidate in order of how I think they finished 9th place John Kasich Contrast with Bush more #gopdebate #tcot #p2",1,1,"1",0.999543586416069,"1",0.669120028684053,"1",0.772228874008474,3,1,1
"3876",3876,3876,"629686905483833344","No candidate mentioned","2015-08-07 09:13:51 -0700","Negative","St Peters, MO","","RT @mydaughtersarmy: Another group of men taking pride in telling women they should have no choice in what happens to their bodies.  #GOPDe…",1,1,"1",1,"1",0.96623857738171,"1",0.890831574441149,3,1,1
"3881",3881,3881,"629686883006685184","No candidate mentioned","2015-08-07 09:13:46 -0700","Negative","","","Save America per #GOPDebate . 1. Stronger military 2. God 3. Kill Obamacare 4. God 5. Fix stuff 6. God",1,1,"1",0.999985720871748,"1",0.926163244084885,"1",0.897579100731104,3,1,1
"3882",3882,3882,"629686882092326912","No candidate mentioned","2015-08-07 09:13:46 -0700","Negative","Memphis-Paris-Chicago","Greenland","RT @ItsJaneLindsey: #GOPDebate was like seeing the personal hell God has planned as payback for me not believing in him.",1,1,"1",0.998970648262162,"1",0.919962725934487,"1",0.891539419963791,3,1,1
"3883",3883,3883,"629686880125198336","Donald Trump","2015-08-07 09:13:45 -0700","Negative","","","RT @DanielGenseric: .@megynkelly doesn't like @realDonaldTrump or @AnnCoulter. I wonder why. #AntiWhites FORCE #immigration/#assimilation. …",1,1,"1",1,"1",0.948404653205455,"1",0.842854831070982,3,1,1
"3884",3884,3884,"629686874911678464","No candidate mentioned","2015-08-07 09:13:44 -0700","Negative","FL, OHIO, LOS ANGELES, CLT","Quito","Reading all the blogs &amp; comments regarding last night's #GOPDebate- folks all saying the biggest looser of night was @megynkelly of @FoxNews",1,1,"1",0.999865716398606,"1",0.903765174097219,"1",0.856976487867693,3,1,1
"3885",3885,3885,"629686873670070272","Jeb Bush","2015-08-07 09:13:44 -0700","Negative","buckle of the bible belt","","RT @BRios82: Trickle-Down Econ &amp; your Brother's Recession caused more Poverty. @JebBush....Want to lift them out of poverty? Raise Wages! #…",1,1,"1",0.99968869237028,"1",0.937190876826736,"1",0.870630805879476,3,1,1
"3886",3886,3886,"629686872030244864","No candidate mentioned","2015-08-07 09:13:43 -0700","Negative","New York","Eastern Time (US & Canada)","#GOPDebate last night is what we call ""diarrhea of the mouth""",1,1,"1",0.999936846982657,"1",0.887839506375911,"1",0.83426791101534,3,1,1
"3887",3887,3887,"629686871543685120","No candidate mentioned","2015-08-07 09:13:43 -0700","Negative","Chicago, IL","","Conservative media's influence on the #GOP: ""They don't give a damn about governing"" http://t.co/a8uth6vmCH by @calmesnyt #GOPDebate",1,1,"1",0.999999991927497,"1",0.925346615740183,"1",0.877966687769129,3,1,1
"3888",3888,3888,"629686867294752768","Chris Christie","2015-08-07 09:13:42 -0700","Positive","","International Date Line West","RT @ChrisChristie: I will make no apologies for protecting the lives and the safety of the American people. #GOPDebate https://t.co/gMaMj9n…",1,3,"3",1,"1",0.740279073654181,"1",0.745372193506033,2,3,1
"3889",3889,3889,"629686865721995264","Donald Trump","2015-08-07 09:13:42 -0700","Negative","Princeton, NJ","Eastern Time (US & Canada)","Trump: the candidate for people who haven't meaningfully updated their views since they saw Rising Sun in theatres. #GOPDebate",1,1,"1",1,"1",0.915427541819423,"1",0.853330534830841,3,1,1
"3890",3890,3890,"629686862920163328","Mike Huckabee","2015-08-07 09:13:41 -0700","Positive","Mount Airy, North Carolina","Eastern Time (US & Canada)","RT @JHoganGidley: Now on @FoxNews, @seanhannity is about to interview @GovMikeHuckabee re: outstanding debate performance. #GOPDebate http:…",3,3,"3",1,"3",0.738604898864386,"1",0.608382549435448,2,3,3
"3892",3892,3892,"629686857815719936","No candidate mentioned","2015-08-07 09:13:40 -0700","Negative","(SE) Virginia","Eastern Time (US & Canada)","@rushlimbaugh is making a great point. When the NY Times, CNN, et al sing the praises of the #GOPDebate moderators, you know it was bad.",1,1,"1",0.999999999992742,"1",0.776679176180722,"1",0.706240892612922,3,1,1
"3893",3893,3893,"629686852715319296","No candidate mentioned","2015-08-07 09:13:39 -0700","Negative","Phoenix","Pacific Time (US & Canada)","Steps to help you understand #KKKorGOP: 1) define rhetoric, 2) consume #GOPDebate rhetoric, 3) spot similarities. https://t.co/lkuHW2NRXs",1,1,"1",0.999999998703301,"1",0.922709949084133,"1",0.872793359246696,3,1,1
"3894",3894,3894,"629686846843416576","Rand Paul","2015-08-07 09:13:37 -0700","Negative","","Eastern Time (US & Canada)","@mitchellreports @CapehartJ #RandPaul had a good point, but then turned it into something sophomoric w/ the hug comment. #GOPDebate",1,1,"1",1,"1",0.877104604912662,"1",0.738479413686032,3,1,1
"3895",3895,3895,"629686844918210560","Donald Trump","2015-08-07 09:13:37 -0700","Negative","New York, USA","","@Livestream #GOPDebate either way if Donald Trump runs as an Independent which no one will vote for anyway",1,1,"1",1,"1",0.877532773853702,"1",0.793297281338365,3,1,1
"3896",3896,3896,"629686841327906816","No candidate mentioned","2015-08-07 09:13:36 -0700","Negative","Dallas, somehow","Saskatchewan","The #GOPDebate was great if you enjoy watching 10 men who forgot they took a laxative earlier in the night. http://t.co/QChYNKfR70",1,1,"1",0.99999999999999,"1",0.760754628745285,"1",0.697843536715088,3,1,1
"3897",3897,3897,"629686837561262080","No candidate mentioned","2015-08-07 09:13:35 -0700","Negative","Seattle","","Was Chase A. Norton's ""God"" question on last night's #GOPDebate serious was he just trolling??",1,1,"1",1,"1",0.950492884412144,"1",0.908057187847497,3,1,1
"3899",3899,3899,"629686825980817408","No candidate mentioned","2015-08-07 09:13:32 -0700","Negative","","","@GuardianUS yes, thank you! #GOPDebate",3,1,"1",0.874492660942719,"3",0.588898393547479,"3",0.653108727223861,2,1,3
"3901",3901,3901,"629686824462630912","No candidate mentioned","2015-08-07 09:13:32 -0700","Negative","United States","Central Time (US & Canada)","#GOPDebate watching highlights from last night wow these people are really immature, women bashing and yelling over who got a hug #UniteBlue",1,1,"1",0.999999999999999,"1",0.8776476058339,"1",0.864230271864773,3,1,1
"3902",3902,3902,"629686823179157504","No candidate mentioned","2015-08-07 09:13:32 -0700","Negative","Pinehurst, NC","Quito","Score B+ candidates C- moderators, just full of themselves &amp; their presumed cleverness. Just my take. .#GOPDebate #FOXNEWSDEBATE",1,1,"1",0.996930800776901,"1",0.877581125525832,"1",0.89495641569985,3,1,1
"3903",3903,3903,"629686822747160576","No candidate mentioned","2015-08-07 09:13:32 -0700","Negative","Charlotte, NC","Eastern Time (US & Canada)","Politicians aren't even pretending to care about the female vote: http://t.co/83epVBwKOt #GOPDebate",1,1,"1",1,"1",0.878436467510434,"1",0.828872091687561,3,1,1
"3904",3904,3904,"629686820024942592","No candidate mentioned","2015-08-07 09:13:31 -0700","Positive","Knoxville, TN","Eastern Time (US & Canada)","RT @nonprophetess: ""Received word from God.""  This should be good. #GOPDebate",1,3,"3",0.999999859362333,"1",0.857874476554607,"1",0.71160001870235,2,3,1
"3905",3905,3905,"629686818246688768","Ben Carson","2015-08-07 09:13:31 -0700","Negative","","","RT @elonjames: Ben Carson is why the caged bird said ""Nah. We don't know him. ""   #GOPdebate",1,1,"1",0.999999998342538,"1",0.839893081139536,"1",0.779808244291707,3,1,1
"3909",3909,3909,"629686813578383360","No candidate mentioned","2015-08-07 09:13:30 -0700","Negative","","","That 'God talks to me' part at the end... Milk out of my nose #GOPDebate #notfromUS",1,1,"1",0.999999999979095,"1",0.956791560614003,"1",0.895455402343252,3,1,1
"3910",3910,3910,"629686810881454080","Donald Trump","2015-08-07 09:13:29 -0700","Positive","","","Megyn Kelly was the real winner of the #GOPDEBATE last night  #FOXNEWSDEBATE  #Trump #FoxNews http://t.co/EEavzmRvb2",1,3,"3",0.762768519218295,"1",0.799301012777022,"1",0.669992994312101,2,1,1
"3911",3911,3911,"629686808452931584","Ted Cruz","2015-08-07 09:13:28 -0700","Positive","Hoover ,AL","","Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" http://t.co/B7TI3hVn7p",3,3,"3",1,"3",0.985716452881408,"3",0.701846964327613,3,3,3
"3912",3912,3912,"629686798952718336","Donald Trump","2015-08-07 09:13:26 -0700","Positive","Kansas City","Central Time (US & Canada)","I'm glad trump shut down four failing biz. He didn't borrow 19 trillion to keep them afloat and enslave his children's children #GOPDebate",1,3,"3",1,"1",0.774687715908593,"1",0.775242967647953,2,3,1
"3913",3913,3913,"629686796402593792","No candidate mentioned","2015-08-07 09:13:25 -0700","Positive","","International Date Line West","RT @ChrisChristie: I will make no apologies for protecting the safety of the American people. #TellingItLikeItIs #GOPDebate https://t.co/Gv…",1,3,"3",0.999999999999698,"1",0.744630749788546,"1",0.74837957929109,2,3,1
"3914",3914,3914,"629686795874246656","Rand Paul","2015-08-07 09:13:25 -0700","Negative","","","Paul/Christie Debate Hurt Both Candidates. #GOPDebate",1,1,"1",0.999963146965092,"1",0.877449562190828,"1",0.846185005019752,3,1,1
"3916",3916,3916,"629686793235881984","Donald Trump","2015-08-07 09:13:25 -0700","Negative","everywhere","Central Time (US & Canada)","is suffering from an existential crisis.  Is there a need for @WallyWeeins when we have a @RealDonaldTrump?  #GOPDebate #GOP2016",1,1,"1",0.999999999999976,"1",0.877644172919454,"1",0.795322015087036,3,1,1
"3918",3918,3918,"629686775091433472","No candidate mentioned","2015-08-07 09:13:20 -0700","Negative","","","@HillaryClinton watched the #GOPDebate with the #Kardashians   #usa #doomed #birdbrain",1,1,"1",1,"1",0.906374211734512,"1",0.867839242205196,3,1,1
"3919",3919,3919,"629686774508425216","Donald Trump","2015-08-07 09:13:20 -0700","Negative","Hamilton, Ontario Canada","Eastern Time (US & Canada)","I do like #DonaldTrump for his ability to dig his own grave. #GOPDebate",1,1,"1",1,"1",0.877471835140465,"1",0.861017587957049,3,1,1
"3920",3920,3920,"629686774286036992","No candidate mentioned","2015-08-07 09:13:20 -0700","Negative","Eugene, OR","Pacific Time (US & Canada)","This is going to be a long, tiring election season.  ""shockingly ill-informed"" candidates at #GOPDebate http://t.co/vTK1k0tXiF voa @Slate",1,1,"1",0.999999994817866,"1",0.877582888470363,"1",0.868308022977482,3,1,1
"3922",3922,3922,"629686771706634240","Donald Trump","2015-08-07 09:13:20 -0700","Negative","satsuma  fl","","RT @jjauthor: The policies of Barack Obama have managed to provide neither peace nor prosperity! #GOPDebate @realDonaldTrump @tedcruz",1,1,"1",1,"1",0.769917857319324,"1",0.61692161106467,3,1,1
"3923",3923,3923,"629686769185894400","Donald Trump","2015-08-07 09:13:19 -0700","Negative","asheville n.c.","Atlantic Time (Canada)","Dear Internet, can we start #trumping as a thing? Did I make a thing? #trumping #Trump #GOPDebate http://t.co/MI35fDFFmy",1,1,"1",1,"1",0.931367806829747,"1",0.83169942589551,3,1,1
"3924",3924,3924,"629686758020485120","No candidate mentioned","2015-08-07 09:13:16 -0700","Negative","az","","@garbage_bones: what's the harder game: fuck marry kill w the gop debaters or the teen mom/2 shitty dads???? #GOPDebate #TeenMom2",1,1,"1",1,"1",0.935420159619307,"1",0.869086189124374,3,1,1
"3925",3925,3925,"629686757345247232","No candidate mentioned","2015-08-07 09:13:16 -0700","Negative","CA","","RT @Zoe_Archer: Not watching the #GOPDebate but it sounds, from Twitter, like a race to the bottom.",1,1,"1",1,"1",0.94833277226983,"1",0.894322423634116,3,1,1
"3928",3928,3928,"629686749719990272","No candidate mentioned","2015-08-07 09:13:14 -0700","Negative","buckle of the bible belt","","RT @KyleKulinski: Right-wing economics CAUSED the mortgage crisis &amp; the great recession. And now those same ideas are being proposed as sol…",1,1,"1",0.999993857783972,"1",0.748629840660639,"1",0.731947269956962,3,1,1
"3929",3929,3929,"629686746922487808","Mike Huckabee","2015-08-07 09:13:14 -0700","Positive","Arkansas","Eastern Time (US & Canada)",".@BretBaier named @GovMikeHuckabee has one of his “winners” of #GOPDebate —-&gt; https://t.co/OBSveWvo41 #ImWithHuck",3,3,"3",0.999999996644342,"3",0.97306852210565,"3",0.823336074638541,3,3,3
"3930",3930,3930,"629686745672589312","No candidate mentioned","2015-08-07 09:13:13 -0700","Negative","Florida","Pacific Time (US & Canada)","BTW the correct response at last night's #GOPDebate would've been: ""My faith is a personal matter &amp; unrelated to my aptitude as a statesman""",1,1,"1",1,"1",0.877427374360012,"1",0.868892014505233,3,1,1
"3931",3931,3931,"629686742447165440","No candidate mentioned","2015-08-07 09:13:13 -0700","Negative","","Eastern Time (US & Canada)","Here's why Fox News wasn't streaming #GOPDebate last night: http://t.co/7soOwGIuno http://t.co/wX5gO1thNu",1,1,"1",1,"1",0.924561432724484,"1",0.897720103331768,3,1,1
"3933",3933,3933,"629686733517357056","Scott Walker","2015-08-07 09:13:10 -0700","Negative","WI","","RT @deray: Scott Walker is frightening. Like, when he speaks it's as if he's detached from reality and is just speaking. #GOPDebate",1,1,"1",1,"1",0.891727453221001,"1",0.858873306243025,3,1,1
"3934",3934,3934,"629686729843212288","Donald Trump","2015-08-07 09:13:10 -0700","Negative","Austin, TX","Eastern Time (US & Canada)","So, I watched quite a bit of the GOP Debate. Trump is an idiot. #trumpisanidiot #GOPDebate #Libertarian",1,1,"1",1,"1",0.903902303532976,"1",0.814878986011536,3,1,1
"3935",3935,3935,"629686729784471552","No candidate mentioned","2015-08-07 09:13:10 -0700","Negative","Santa Fe, New Mexico","Mountain Time (US & Canada)","RT @NancyLeeGrahn: This is no joke.  http://t.co/bqAaTGjnfe #GOPDebate",1,1,"1",1,"1",0.877493593854253,"1",0.863556301514566,3,1,1
"3936",3936,3936,"629686726118641664","No candidate mentioned","2015-08-07 09:13:09 -0700","Negative","","Mountain Time (US & Canada)","Yeah the liberal lap dog media loved the #GOPDebate but the people who actually WATCH @FoxNews loathed it. FOX will pay.  @rushlimbaugh",1,1,"1",0.999999999995949,"1",0.886630127377779,"1",0.745349006060604,3,1,1
"3938",3938,3938,"629686720770867200","No candidate mentioned","2015-08-07 09:13:07 -0700","Positive","Las Vegas,NV.USA.","Pacific Time (US & Canada)","RT @thebighoot: @jan4usa @CarlyFiorina impressive #GOPDebate",3,3,"3",1,"3",0.995784242037199,"3",0.842384241759726,3,3,3
"3939",3939,3939,"629686720246743040","Ted Cruz","2015-08-07 09:13:07 -0700","Positive","Los Angeles","Pacific Time (US & Canada)","The clear winners in #GOPDebate were @SenTedCruz and @CarlyFiorina and that is a powerful combo I could support.",3,3,"3",1,"3",0.796443626647675,"3",0.599190190624314,3,3,3
"3940",3940,3940,"629686718938095616","No candidate mentioned","2015-08-07 09:13:07 -0700","Negative","Florida","Quito","Biggest problem with #GOPDebate? Fox moderators got more airtime - 31% of total! - than any candidate. #Rush #tcot",1,1,"1",0.999999998452149,"1",0.90074802961477,"1",0.90033460479385,3,1,1
"3941",3941,3941,"629686717801312256","No candidate mentioned","2015-08-07 09:13:07 -0700","Negative","Texas","Central Time (US & Canada)","Megyn Kelly need to work for msnbc. She was the low point of the debate. #GOPDebate  @Foxnews @realDonaldTrump",1,1,"1",0.999992344867485,"1",0.794224391819227,"1",0.758048081186901,3,1,1
"3943",3943,3943,"629686712382435328","No candidate mentioned","2015-08-07 09:13:05 -0700","Negative","DOPECITY HD","London","Africa got ppl  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  »» http://t.co/DRKtW64C1u",1,1,"1",0.999957602194828,"1",0.8519433923565,"1",0.866864405688389,3,1,1
"3944",3944,3944,"629686696481816576","No candidate mentioned","2015-08-07 09:13:02 -0700","Negative","Canfield","Arizona","Not mentioned in the #GOPdebate: Voting rights Climate change Gun violence Police shootings Student debt Inequality",1,1,"1",1,"1",0.9623009649094,"1",0.891400160926872,3,1,1
"3945",3945,3945,"629686687346487296","No candidate mentioned","2015-08-07 09:12:59 -0700","Negative","San Francisco, CA","Eastern Time (US & Canada)","RT @drepurse: OK, so if we are gonna talk God, can we talk a little Pope, you know, the one who told you tackle climate change? #GOPDebate",1,1,"1",1,"1",0.937003568622341,"1",0.881147387164693,3,1,1
"3946",3946,3946,"629686686054662144","No candidate mentioned","2015-08-07 09:12:59 -0700","Negative","Los Angeles","Pacific Time (US & Canada)","Did @FoxNews rig last night's #GOPDebate ?  Put tallest guy with the loudest voice in the middle &amp; give him the most air time Result obvious",1,1,"1",0.999999999113348,"1",0.903274955491428,"1",0.869473805601165,3,1,1
"3947",3947,3947,"629686685731790848","Donald Trump","2015-08-07 09:12:59 -0700","Positive","","Eastern Time (US & Canada)","RT @politicoroger: Donald Trump just tweeted that his jet has landed in Cleveland. The earth moved. #GOPDebate http://t.co/LBef8189yB",1,3,"3",0.999999999999956,"1",0.84412267556084,"1",0.874956340110098,2,3,1
"3948",3948,3948,"629686685446438912","Donald Trump","2015-08-07 09:12:59 -0700","Negative","Sacramento, California","Alaska","Donald Trump Parody - FUNNY! https://t.co/NeymfCdJ4O #GOPDebate #Trump #Trump2016 #TrumpEffect #TheGoodLife #Trumpdates #Awepra",1,1,"1",0.998761321366373,"1",0.803210275672167,"1",0.719199135830111,3,1,1
"3949",3949,3949,"629686682384736256","No candidate mentioned","2015-08-07 09:12:58 -0700","Positive","Alexandria, VA","Eastern Time (US & Canada)","RT @ryanbhorn: @Nielsen to release ratings this afternoon. The rumor: 10 mil viewers, 16 share.  Making @foxnews undisputed winner of  #GOP…",3,3,"3",0.999999983224897,"3",0.88900618047922,"3",0.576078831376368,3,3,3
"3950",3950,3950,"629686668895784960","No candidate mentioned","2015-08-07 09:12:55 -0700","Positive","Tennessee","Eastern Time (US & Canada)","The real winners in the #GOPDebate were the Jr. Debaters, who came across as far more intelligent than the brawling children later on.",1,3,"3",0.999550116412153,"1",0.800191334195209,"1",0.837353109835802,2,3,1
"3953",3953,3953,"629686649333481472","Marco Rubio","2015-08-07 09:12:50 -0700","Negative","","","RT @cabot_phillips: Marco Rubio is treating the other candidates like Drake treated Meek Mill #GOPDebate",1,1,"1",0.999999993558221,"1",0.799142189428982,"1",0.737661140097899,3,1,1
"3955",3955,3955,"629686646405885952","No candidate mentioned","2015-08-07 09:12:50 -0700","Negative","USA","Pacific Time (US & Canada)","Where could I watch #GOPDebate again besides Fox? Fox stream quality is terrible!",1,1,"1",1,"1",0.98214569225722,"1",0.939413539714513,3,1,1
"3956",3956,3956,"629686633537777664","Marco Rubio","2015-08-07 09:12:47 -0700","Negative","astoria, new york","","Man, Rubio is a slide for ""best guest actor in a comedy"" next Emmy season. #GOPDebate",3,1,"1",1,"3",0.506281207759831,"3",0.584391374150745,2,1,3
"3958",3958,3958,"629686620543844352","No candidate mentioned","2015-08-07 09:12:44 -0700","Negative","USA","Eastern Time (US & Canada)","Bill O'Reilly: Pandering O http://t.co/UoHxh0nrKZ  #1A<U+2622>#StopIran #GopDebate<U+25BA>http://t.co/ZWmstJJH16<U+25C4>#19T$ #CruzCrew #rush #ycot #tiot #sot",1,1,"1",0.999911379494745,"1",0.789757012794307,"1",0.730606957639896,3,1,1
"3959",3959,3959,"629686620384444416","No candidate mentioned","2015-08-07 09:12:43 -0700","Negative","Los Angeles, CA","Eastern Time (US & Canada)","Catching up on #GOPDebate tweets. I feel like I missed a real cracker. #lolgop",1,1,"1",1,"1",0.902803267445204,"1",0.867525936386933,3,1,1
"3960",3960,3960,"629686619340062720","No candidate mentioned","2015-08-07 09:12:43 -0700","Negative","","Pacific Time (US & Canada)","RT @whynotbecca: Tomorrow morning we all wake up and Ashton Kutcher pops out and tells us we've been Punk'd. #OMGOP #GOPDebate",1,1,"1",0.999999236111493,"1",0.877588071296843,"1",0.841828482922354,3,1,1
"3963",3963,3963,"629686614739034112","No candidate mentioned","2015-08-07 09:12:42 -0700","Negative","SC","Eastern Time (US & Canada)","Here's what I know for sure about the #GOPDebate @ 5 &amp; 9, there were 16 people on stage that I am not voting for. #Outnumbered",1,1,"1",0.999999999967038,"1",0.921642497843224,"1",0.907803333651683,3,1,1
"3964",3964,3964,"629686613623328768","Chris Christie","2015-08-07 09:12:42 -0700","Negative","Inter-Planetary","Eastern Time (US & Canada)","Chris Christie LIES:He was NOT appointed as a U.S. Attorney on the day b4 9/11 attacks. http://t.co/0uZmKVdWWT  #GOPDebate",1,1,"1",0.999999999944231,"1",0.930858687491141,"1",0.898195449707188,3,1,1
"3965",3965,3965,"629686613434482688","Donald Trump","2015-08-07 09:12:42 -0700","Negative","Texas, USA","","RT @hemantmehta: Trump's idea of ""proof"" is to talk louder. #GOPDebate",1,1,"1",1,"1",0.87752247707401,"1",0.866627308023369,3,1,1
"3968",3968,3968,"629686605880516608","Rand Paul","2015-08-07 09:12:40 -0700","Negative","Earth","Mountain Time (US & Canada)","Yikes. @RandPaul, ""YOU GAVE OBAMA A BIG HUG!"" @ChrisChristie, ""I HUGGED 9/11 SURVIVORS!!!"" #GOPDebate #Dialogue",1,1,"1",1,"1",0.877676980580961,"1",0.871443546933861,3,1,1
"3969",3969,3969,"629686602760069120","Donald Trump","2015-08-07 09:12:39 -0700","Negative","Nashville, TN USA","Central Time (US & Canada)","@realDonaldTrump need to grow some thicker skin, the @FoxNews moderator are not the problem. #GOPDebate",1,1,"1",0.999999999992086,"1",0.877385000436762,"1",0.820248000435236,3,1,1
"3970",3970,3970,"629686602047078400","No candidate mentioned","2015-08-07 09:12:39 -0700","Negative","Cementon, PA","Eastern Time (US & Canada)","RT @STOPTHiS: And the big loser if tonights debate is: Megan Kelly Megan you insulted our intelligence tonight.  #KellyFile   #GOPDebate #k…",1,1,"1",1,"1",0.90138835307622,"1",0.852381688827792,3,1,1
"3971",3971,3971,"629686597013868544","Donald Trump","2015-08-07 09:12:38 -0700","Negative","","Eastern Time (US & Canada)","The day after the #GOPDebate a man who is mean to everybody is complaining about everybody being mean to him. #TrumpTheWhiner",1,1,"1",1,"1",0.951864410133181,"1",0.876619051072023,3,1,1
"3972",3972,3972,"629686594132295680","No candidate mentioned","2015-08-07 09:12:37 -0700","Negative","Arlington, TX","Central Time (US & Canada)","Most air time last night: THE FOX MODERATORS #GOPDebate Really? Why would they make me see more of the fake @megynkelly? That's just nasty.",1,1,"1",1,"1",0.94039712328043,"1",0.898426648429454,3,1,1
"3974",3974,3974,"629686588914667520","Mike Huckabee","2015-08-07 09:12:36 -0700","Positive","Arkansas","Eastern Time (US & Canada)",".@USAToday calls @GovMikeHuckabee debate closing a “show-stopping zinger” #ImWithHuck #GOPDebate",3,3,"3",0.999849373548781,"3",0.994223617815266,"3",0.871852255262587,3,3,3
"3975",3975,3975,"629686587543187456","Donald Trump","2015-08-07 09:12:36 -0700","Negative","","Central Time (US & Canada)","gop will keep looking inept next to trump until they can say, ""some of you people don't mean shit to me."" as well as he does #GOPDebate",1,1,"1",1,"1",0.877632140249143,"1",0.861770990479844,3,1,1
"3976",3976,3976,"629686584846249984","Marco Rubio","2015-08-07 09:12:35 -0700","Positive","Tonawanda","Eastern Time (US & Canada)","Hoping that @marcorubio takes this country to places we haven't seen in decades! Keep up the good work! #GOPDebate",3,3,"3",0.999879796709934,"3",0.651235534272777,"1",0.638424553412185,2,3,3
"3977",3977,3977,"629686583843799040","No candidate mentioned","2015-08-07 09:12:35 -0700","Negative","NH via Boston, MA","Atlantic Time (Canada)","Rush now mocking Megyn Kelly as self serving &amp; narcissistic. #KellyFile #GOPDebate #FOXDebate",1,1,"1",0.999198058202553,"1",0.940452851159261,"1",0.868308022977482,3,1,1
"3979",3979,3979,"629686576969183232","No candidate mentioned","2015-08-07 09:12:33 -0700","Negative","New York, NY","Eastern Time (US & Canada)","Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/xXcH8PXagF",1,1,"1",0.999999999996298,"1",0.92503282520343,"1",0.867133419371488,3,1,1
"3980",3980,3980,"629686573156712448","No candidate mentioned","2015-08-07 09:12:32 -0700","Negative","","Eastern Time (US & Canada)","#Carly puts the boys to shame. http://t.co/GwUMbzWD0W #GOPDebate",1,1,"1",1,"1",0.87350459133842,"1",0.753158268128029,3,1,1
